Model,#States,AMPL_M,AMPL_T,BVI_100,GBVI_100,OVI_100,QP_CON,QP_G,QP_G_T,QP_G_T_W,QP_G_W,TBVI_100,TGBVI_100,TOVI_100,TOVI_100_opt
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_1,10002,,,126,15,5,,,,4,,4985,4972,4957,4957
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_10,10002,,,109,8,6,,,,4,,4911,4909,4905,4905
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_11,10002,,,1,1,5,,,,4,,4946,4945,4946,4946
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_12,10002,,,113,10,6,,,,4,,4971,4966,4959,4959
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_13,10002,,,1,1,,,,,3,,4977,4975,4975,4975
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_14,10002,,,111,7,,,,,,,4981,4975,4974,4974
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_15,10002,,,1,1,,,,,3,,5046,5046,5046,5046
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_16,10002,,,122,15,,,,,4,,5038,5026,5013,5013
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_17,10002,,,121,13,,,,,3,,4944,4932,4920,4920
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_18,10002,,,,,,,,,6,,4986,4983,,
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_19,10002,,,,,,,,,5,,4875,4872,4868,4868
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_2,10002,,,,,,,,,,,5103,5094,5100,5100
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_20,10002,,,,,,,,,,,4989,4984,4933,4933
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_3,10002,,,,,,,,,,,4925,4919,4915,4915
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_4,10002,,,,,,,,,,,4945,4941,4932,4932
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_5,10002,,,,,,,,,,,4994,4991,4990,4990
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_6,10002,,,,,,,,,,,4983,4981,4979,4979
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_7,10002,,,,,,,,,,,4956,4955,4955,4955
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_8,10002,,,,,,,,,,,4853,4850,4845,4845
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_9,10002,,,,,,,,,,,5017,,5011,5011
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_1,10002,,,,,,,,,,10,4651,4637,4636,4636
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_10,10002,,,,,,,,,,5,4567,4555,4551,4551
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_11,10002,,,,,,,,,,4,4872,4869,4865,4865
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_12,10002,,,,,,,,,,6,4981,4978,4976,4976
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_13,10002,,,,,,,,,,5,4570,4557,4552,4552
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_14,10002,,,,,,,,,,11,4598,4592,4597,4597
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_15,10002,,,,,,,,,,5,4658,4650,4645,4645
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_16,10002,,,,,,,,,,6,4726,4711,4699,4699
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_17,10002,,,,,,,,,,5,4625,4613,4608,4608
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_18,10002,,,,,,,,,6,6,4661,4640,4623,4623
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_19,10002,,,,,,,,,,7,4678,4674,4668,4668
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_2,10002,,,,,,,,,,8,4597,4596,,
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_20,10002,,,,,,,,,,5,4986,4981,4972,4972
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_3,10002,,,,,,,,,,5,4655,4643,4626,4626
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_4,10002,,,,,,,,,,5,4817,4815,4813,4813
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_5,10002,,,,,,,,,,7,4867,4866,,
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_6,10002,,,,,,,,,,5,4884,4880,4876,4876
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_7,10002,,,,,,,,,,8,4817,4805,4801,4801
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_8,10002,,,,,,,,,5,5,4880,4875,,
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_9,10002,,,,,,,,,,5,4935,4915,4912,4912
RANDOM_Size_10002_MinAct_30_Type-tree_MinTransProb_0.1_Model_1,10002,,,,,,,,,,9,4880,4870,4881,4881
RANDOM_Size_10002_MinAct_30_Type-tree_MinTransProb_0.1_Model_10,10002,,,,,,,,,,4,4941,4937,4934,4934
RANDOM_Size_10002_MinAct_30_Type-tree_MinTransProb_0.1_Model_11,10002,,,,,,,,,,4,4930,4923,4916,4916
RANDOM_Size_10002_MinAct_30_Type-tree_MinTransProb_0.1_Model_12,10002,,,,,,,,,,7,4839,4834,,
RANDOM_Size_10002_MinAct_30_Type-tree_MinTransProb_0.1_Model_13,10002,,,,,,,,,,4,4947,4934,4918,4918
RANDOM_Size_10002_MinAct_30_Type-tree_MinTransProb_0.1_Model_14,10002,,,,,,,,,,6,4961,4949,4952,4952
RANDOM_Size_10002_MinAct_30_Type-tree_MinTransProb_0.1_Model_15,10002,,,,,,,,,,4,4947,4945,4943,4943
RANDOM_Size_10002_MinAct_30_Type-tree_MinTransProb_0.1_Model_16,10002,,,,,,,,,,4,4976,4947,4940,4940
RANDOM_Size_10002_MinAct_30_Type-tree_MinTransProb_0.1_Model_17,10002,,,,,,,,,,5,5002,4995,4988,4988
RANDOM_Size_10002_MinAct_30_Type-tree_MinTransProb_0.1_Model_18,10002,,,,,,,,,,5,5005,5003,5001,5001
RANDOM_Size_10002_MinAct_30_Type-tree_MinTransProb_0.1_Model_19,10002,,,,,,,,,,4,4922,4878,4874,4874
RANDOM_Size_10002_MinAct_30_Type-tree_MinTransProb_0.1_Model_2,10002,,,,,,,,,,4,4920,4915,4912,4912
RANDOM_Size_10002_MinAct_30_Type-tree_MinTransProb_0.1_Model_20,10002,,,,,,,,,,6,4968,4961,4959,4959
RANDOM_Size_10002_MinAct_30_Type-tree_MinTransProb_0.1_Model_3,10002,,,,,,,,,,4,4899,4895,4889,4889
RANDOM_Size_10002_MinAct_30_Type-tree_MinTransProb_0.1_Model_4,10002,,,,,,,,,,4,4777,4770,4766,4766
RANDOM_Size_10002_MinAct_30_Type-tree_MinTransProb_0.1_Model_5,10002,,,,,,,,,,7,4833,4830,4833,4833
