Model,NumStates,NumActions,NumTargets,NumSinks,NumUnknown,NumMaxActions,NumMaxTransitions,SmallestTransProb,NumProbActions,NumMECs,BiggestMEC,SmallestMEC,AvgMEC,MedianMEC,NumSCCs,BiggestSCC,SmallestSCC,AvgSCC,NearestTarget,FurthestTarget,TargetDistanceAverage,TargetDistanceMedian
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_14, 102, 203, 1, 28, 73, 2, 6, 0.01, 127, 25, 1, 1, 1.0, 1.0, 32, 42, 1, 2.28125, 3, 3, 3.0, 3.0
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_15, 102, 203, 1, 25, 76, 2, 6, 0.01, 126, 29, 1, 1, 1.0, 1.0, 32, 45, 1, 2.375, 2, 2, 2.0, 2.0
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_16, 102, 203, 1, 30, 71, 2, 7, 0.01, 126, 28, 1, 1, 1.0, 1.0, 30, 42, 1, 2.3666666666666667, 4, 4, 4.0, 4.0
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_17, 102, 203, 1, 26, 75, 2, 5, 0.01, 124, 28, 1, 1, 1.0, 1.0, 32, 44, 1, 2.34375, 3, 3, 3.0, 3.0
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_18, 102, 203, 1, 31, 70, 2, 5, 0.01, 121, 23, 1, 1, 1.0, 1.0, 29, 42, 1, 2.413793103448276, 2, 2, 2.0, 2.0
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_19, 102, 203, 1, 31, 70, 2, 6, 0.01, 134, 24, 1, 1, 1.0, 1.0, 26, 45, 1, 2.6923076923076925, 5, 5, 5.0, 5.0
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_2, 102, 203, 1, 51, 50, 2, 6, 0.01, 122, 16, 1, 1, 1.0, 1.0, 20, 30, 1, 2.5, 3, 3, 3.0, 3.0
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_20, 102, 203, 1, 28, 73, 2, 6, 0.01, 125, 24, 1, 1, 1.0, 1.0, 30, 44, 1, 2.433333333333333, 3, 3, 3.0, 3.0
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_3, 102, 203, 1, 25, 76, 2, 6, 0.01, 127, 25, 1, 1, 1.0, 1.0, 31, 46, 1, 2.4516129032258065, 2, 2, 2.0, 2.0
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_4, 102, 203, 1, 25, 76, 2, 5, 0.01, 122, 27, 1, 1, 1.0, 1.0, 32, 45, 1, 2.375, 3, 3, 3.0, 3.0
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_5, 102, 203, 1, 35, 66, 2, 7, 0.01, 120, 20, 1, 1, 1.0, 1.0, 27, 40, 1, 2.4444444444444446, 3, 3, 3.0, 3.0
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_6, 102, 203, 1, 27, 74, 2, 6, 0.01, 131, 27, 1, 1, 1.0, 1.0, 32, 43, 1, 2.3125, 3, 3, 3.0, 3.0
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_7, 102, 203, 1, 28, 73, 2, 6, 0.01, 123, 26, 1, 1, 1.0, 1.0, 32, 42, 1, 2.28125, 4, 4, 4.0, 4.0
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_8, 102, 203, 1, 30, 71, 2, 6, 0.01, 122, 26, 1, 1, 1.0, 1.0, 31, 41, 1, 2.2903225806451615, 2, 2, 2.0, 2.0
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_9, 102, 203, 1, 26, 75, 2, 5, 0.01, 124, 28, 1, 1, 1.0, 1.0, 33, 43, 1, 2.272727272727273, 6, 6, 6.0, 6.0
