Model,#States,AMPL_M,AMPL_T,BVI_100,GBVI_100,GSVI_1,GSVI_100,OVI_100,QP_G,QP_G_T,QP_G_T_W,QP_G_W,SVI_1,SVI_100,TBVI_100,TGBVI_100,TGSVI_1,TGSVI_100,TOVI_100,TOVI_100_opt,TSVI_1,TSVI_100
RANDOM_Size_1002_MinAct_5_Type-tree_MinTransProb_0.1_Model_7,1002,0.695,0.408,0.463,0.306,1.114,0.624,0.387,,0.287,0.325,,1.422,1.074,1.96,1.687,,,1.724,1.928,,
RANDOM_Size_1002_MinAct_5_Type-tree_MinTransProb_0.1_Model_8,1002,0.547,0.428,0.464,0.31,1.138,0.709,0.344,,0.259,0.265,,1.494,1.056,1.73,1.686,,,1.691,2.067,,
RANDOM_Size_1002_MinAct_5_Type-tree_MinTransProb_0.1_Model_9,1002,,0.409,0.202,0.225,0.351,0.183,0.318,,0.22,0.331,,0.305,0.258,1.763,1.605,,,1.655,1.659,,
RANDOM_Size_1002_MinAct_70_Type-tree_MinTransProb_0.1_Model_1,1002,0.539,0.253,0.22,0.224,0.312,0.196,0.23,0.514,0.268,0.207,0.371,0.324,0.292,1.78,1.658,,,2.084,2.259,,
RANDOM_Size_1002_MinAct_70_Type-tree_MinTransProb_0.1_Model_10,1002,,0.386,0.258,0.223,0.246,0.218,0.319,0.594,0.18,0.172,0.353,0.393,0.317,1.816,1.964,,,1.864,2.225,,
RANDOM_Size_1002_MinAct_70_Type-tree_MinTransProb_0.1_Model_11,1002,0.57,0.52,0.207,0.191,0.269,0.272,0.367,,0.215,0.263,,0.363,0.258,1.81,2.234,,,2.102,1.931,,
RANDOM_Size_1002_MinAct_70_Type-tree_MinTransProb_0.1_Model_12,1002,0.543,0.276,0.208,0.147,0.287,0.236,0.275,0.46,0.215,0.262,0.393,0.308,0.248,2.217,1.829,,,2.471,2.059,,
RANDOM_Size_1002_MinAct_70_Type-tree_MinTransProb_0.1_Model_13,1002,0.656,0.405,0.246,0.181,0.311,0.242,0.28,0.437,0.223,0.256,0.383,0.304,0.207,1.864,1.95,,,2.073,1.981,,
RANDOM_Size_1002_MinAct_70_Type-tree_MinTransProb_0.1_Model_14,1002,,0.316,0.217,0.201,0.471,0.238,0.262,0.349,0.158,0.26,0.319,0.305,0.218,1.817,2.139,,,2.349,2.061,,
RANDOM_Size_1002_MinAct_70_Type-tree_MinTransProb_0.1_Model_15,1002,,0.325,0.362,0.293,0.266,0.489,0.176,,0.259,0.218,,0.372,0.757,1.845,2.561,,,2.181,2.048,,
RANDOM_Size_1002_MinAct_70_Type-tree_MinTransProb_0.1_Model_16,1002,0.681,0.434,0.377,0.152,0.773,0.689,0.253,,0.248,0.268,,1.251,0.865,1.878,2.344,,,2.342,2.283,,
RANDOM_Size_1002_MinAct_70_Type-tree_MinTransProb_0.1_Model_17,1002,,0.477,0.324,0.222,0.332,0.661,0.315,,0.237,0.296,,0.319,0.783,2.372,2.448,,,2.123,2.228,,
RANDOM_Size_1002_MinAct_70_Type-tree_MinTransProb_0.1_Model_18,1002,,0.352,0.208,0.227,0.258,0.201,0.284,0.467,0.294,0.219,0.354,0.259,0.297,2.175,2.566,,,2.539,2.033,,
RANDOM_Size_1002_MinAct_70_Type-tree_MinTransProb_0.1_Model_19,1002,0.773,0.344,0.428,0.161,0.498,0.589,0.301,0.393,0.237,0.265,0.326,0.444,0.646,1.855,2.077,,,2.432,1.78,,
RANDOM_Size_1002_MinAct_70_Type-tree_MinTransProb_0.1_Model_2,1002,0.613,0.426,0.335,0.212,0.463,0.935,0.351,,0.265,0.249,,0.855,0.927,2.181,2.478,,,2.164,2.011,,
RANDOM_Size_1002_MinAct_70_Type-tree_MinTransProb_0.1_Model_20,1002,,0.38,0.181,0.201,0.363,0.232,0.258,,0.242,0.218,,0.307,0.207,2.322,1.828,,,2.224,1.685,,
RANDOM_Size_1002_MinAct_70_Type-tree_MinTransProb_0.1_Model_3,1002,0.583,0.363,0.525,0.207,1.226,0.807,0.274,,0.232,0.216,,0.994,0.734,1.98,1.994,,,2.108,1.86,,
RANDOM_Size_1002_MinAct_70_Type-tree_MinTransProb_0.1_Model_4,1002,0.656,0.412,0.194,0.205,0.299,0.113,0.219,0.373,0.265,0.305,0.336,0.284,0.237,1.979,2.049,,,2.15,2.008,,
RANDOM_Size_1002_MinAct_70_Type-tree_MinTransProb_0.1_Model_5,1002,,0.377,0.246,0.175,0.347,0.216,0.313,0.389,0.265,0.231,0.4,0.361,0.288,1.61,1.978,,,2.057,1.888,,
RANDOM_Size_1002_MinAct_70_Type-tree_MinTransProb_0.1_Model_6,1002,0.682,0.296,0.334,0.171,0.458,0.764,0.288,0.364,0.178,0.193,0.389,0.465,0.601,2.373,1.64,,,1.646,2.059,,
RANDOM_Size_1002_MinAct_70_Type-tree_MinTransProb_0.1_Model_7,1002,,0.39,0.391,0.222,0.466,1.039,0.376,0.419,0.221,0.24,0.37,0.552,0.746,2.268,2.031,,,1.788,2.076,,
RANDOM_Size_1002_MinAct_70_Type-tree_MinTransProb_0.1_Model_8,1002,,0.403,0.218,0.189,0.337,0.409,0.236,0.425,0.243,0.219,0.371,0.413,0.339,2.173,1.742,,,1.985,1.873,,
RANDOM_Size_1002_MinAct_70_Type-tree_MinTransProb_0.1_Model_9,1002,,0.469,0.384,0.194,0.565,1.09,0.34,,0.199,0.248,,0.44,0.964,2.129,1.961,,,1.748,2.117,,
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_1,1002,0.797,0.661,0.511,0.218,1.132,1.016,0.336,,0.295,0.209,,0.852,0.833,2.039,2.032,,,1.822,2.333,,
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_10,1002,,0.539,0.399,0.199,0.797,0.863,0.324,,0.296,0.288,,0.928,0.77,2.318,1.704,,,1.927,2.078,,
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_11,1002,,0.453,0.646,0.248,0.609,0.573,0.367,,0.223,0.254,,0.523,0.737,2.13,1.848,,,1.841,2.405,,
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_12,1002,0.668,0.379,0.159,0.154,0.419,0.293,0.175,,0.256,0.196,,0.289,0.176,2.393,1.781,,,1.845,2.148,,
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_13,1002,0.609,0.327,0.373,0.204,0.47,0.589,0.488,,0.286,0.265,,0.446,0.745,2.017,1.812,,,1.81,1.996,,
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_14,1002,0.528,0.4,0.307,0.246,0.604,0.659,0.276,,0.191,0.218,,0.604,0.843,1.885,1.885,,,1.825,1.87,,
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_15,1002,0.626,0.244,0.314,0.17,0.348,0.612,0.24,,0.167,0.215,,0.352,0.718,2.215,1.717,0.278,0.245,1.833,2.013,0.352,0.199
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_16,1002,0.694,0.394,0.272,0.193,0.463,0.687,0.312,,0.289,0.271,,0.566,0.612,1.894,1.764,,,1.989,1.88,,
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_17,1002,0.842,0.397,0.105,0.203,0.267,0.255,0.38,,0.24,0.295,,0.24,0.246,1.814,1.725,,,1.782,1.804,,
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_18,1002,0.72,0.287,0.414,0.27,1.029,0.677,0.315,,0.253,0.282,,0.993,0.862,1.742,2.158,,,2.303,2.0,,
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_19,1002,0.722,0.361,0.273,0.133,0.324,0.273,0.23,0.301,0.227,0.264,0.339,0.254,0.249,1.788,2.221,,,1.855,1.985,,
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_2,1002,0.749,0.303,0.398,0.219,0.436,0.511,0.34,,0.231,0.213,,0.561,0.879,1.581,2.409,,,1.931,2.102,,
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_20,1002,0.689,0.352,0.434,0.15,0.421,0.746,0.36,,0.273,0.225,,0.581,0.821,1.755,2.274,,,2.301,2.273,,
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_3,1002,,0.365,0.455,0.137,0.655,0.606,0.222,,0.256,0.309,,0.774,0.723,1.71,2.585,,,2.124,2.376,,
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_4,1002,,,0.324,0.209,0.301,0.243,0.259,,0.23,0.219,,0.317,0.228,1.649,2.84,,,2.205,2.093,,
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_5,1002,,0.408,0.212,0.139,0.286,0.285,0.265,0.34,0.157,0.201,0.304,0.239,0.288,1.963,2.617,,,2.816,1.96,,
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_6,1002,,0.316,0.373,0.205,0.343,0.804,0.298,0.396,0.264,0.248,0.298,0.604,0.806,1.905,2.161,,,2.176,1.853,,
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_7,1002,,0.354,0.404,0.188,0.419,0.692,0.293,,0.214,0.279,,0.533,0.749,2.38,2.332,,,2.458,2.116,,
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_8,1002,,0.289,0.211,0.168,0.329,0.246,0.265,0.504,0.207,0.198,0.345,0.289,0.15,1.787,2.549,,,2.092,1.78,,
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_9,1002,0.673,0.234,0.286,0.16,0.335,0.16,0.325,0.374,0.18,0.205,0.294,0.364,0.19,2.087,1.985,,,2.426,2.435,,
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_1,1002,,0.441,0.532,0.18,2.411,1.024,1.415,,,,,3.115,1.224,1.588,1.348,,,1.565,1.542,,
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_10,1002,0.677,0.529,0.468,0.307,1.436,0.863,1.078,,,,,1.244,0.736,1.207,1.688,,,1.728,1.656,,
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_11,1002,0.591,,0.61,0.27,1.257,1.034,1.167,,,,,1.339,0.855,1.508,1.498,,,1.49,1.348,,
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_12,1002,0.642,0.555,0.478,0.389,1.232,0.917,1.168,,,,0.899,1.257,0.899,1.408,1.459,,,1.479,1.313,,
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_13,1002,0.776,0.501,0.471,0.255,1.009,0.897,1.084,,,,,1.127,0.894,1.492,1.309,,,1.406,1.137,,
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_14,1002,0.683,0.607,0.621,0.161,1.197,0.886,1.023,,,,,1.542,1.063,1.391,1.337,,,1.467,1.572,,
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_15,1002,0.677,0.526,0.421,0.318,1.228,0.754,1.205,,,,,1.24,0.998,1.408,1.292,,,1.32,1.562,,
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_16,1002,0.707,0.555,0.377,0.326,0.866,0.859,0.268,,,,,1.257,0.886,1.477,1.178,,,1.289,1.359,,
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_17,1002,0.851,0.533,0.296,0.22,0.777,0.784,0.969,,,,,0.911,0.841,1.484,1.241,,,1.2,1.317,,
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_18,1002,0.772,0.575,0.477,0.334,1.514,0.953,1.408,,,,,1.494,1.216,1.776,1.32,,,1.546,1.752,,
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_19,1002,0.845,0.529,0.409,0.245,0.997,0.791,0.893,,,,,1.078,0.826,1.414,1.403,,,1.413,1.484,,
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_2,1002,0.551,0.591,0.518,0.235,1.194,0.794,0.95,,,,,1.105,1.015,1.441,1.454,,,1.403,1.648,,
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_20,1002,0.673,0.51,0.444,0.229,1.455,0.77,0.945,,,,,1.246,0.882,1.88,1.665,,,1.455,1.46,,
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_3,1002,0.673,0.58,0.528,0.223,1.684,0.953,1.251,,,,,1.342,0.978,1.519,1.394,,,1.317,1.744,,
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_4,1002,0.585,0.612,0.414,0.245,1.072,0.807,0.981,,,,,1.485,0.862,1.365,1.334,,,1.358,1.511,,
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_5,1002,,0.447,0.447,0.195,1.077,0.804,1.112,,,,,1.031,0.811,1.462,1.29,,,1.933,1.636,,
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_6,1002,,0.528,0.597,0.334,1.299,0.885,1.092,,,,,1.264,1.003,1.471,1.292,,,1.614,1.441,,
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_7,1002,0.651,0.452,0.432,0.262,1.082,1.073,1.181,,,,,1.3,0.985,1.666,1.303,,,1.59,1.411,,
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_8,1002,0.724,0.457,0.419,0.202,1.273,0.814,1.213,,,,,1.155,0.899,1.508,1.552,,,1.262,1.925,,
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_9,1002,0.649,0.53,0.479,0.281,1.601,1.12,1.006,,,,,1.507,0.705,1.388,1.24,,,1.444,1.423,,
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_1,102,0.132,0.129,0.035,0.053,0.094,0.041,0.114,0.22,0.033,0.037,0.135,0.074,0.034,0.321,0.254,,,0.255,0.266,,
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_10,102,0.213,0.118,0.037,0.082,0.05,0.048,0.064,0.105,0.042,0.037,0.099,0.041,0.024,0.253,0.347,,,0.413,0.279,,
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_11,102,0.112,0.176,0.141,0.068,0.056,0.131,0.105,0.134,0.031,0.05,0.117,0.08,0.222,0.26,0.201,,,0.263,0.278,,
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_12,102,0.1,0.149,0.077,0.038,0.037,0.041,0.092,0.099,0.034,0.036,0.097,0.057,0.045,0.244,0.247,,,0.269,0.275,,
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_13,102,0.178,0.068,0.045,0.051,0.038,0.029,0.052,0.077,0.041,0.043,0.105,0.08,0.062,0.278,0.422,,,0.301,0.342,,
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_14,102,0.232,0.102,0.103,0.031,0.072,0.12,0.082,0.083,0.037,0.046,0.11,0.082,0.148,0.315,0.289,0.083,0.095,0.31,0.259,0.101,0.037
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_15,102,0.164,0.068,0.028,0.024,0.054,0.046,0.079,0.102,0.036,0.038,0.099,0.083,0.034,0.347,0.28,,,0.28,0.219,,
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_16,102,0.168,0.101,0.076,0.03,0.065,0.237,0.038,0.087,0.043,0.035,0.116,0.078,0.215,0.283,0.345,,,0.245,0.269,,
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_17,102,0.273,0.101,0.109,0.035,0.078,0.177,0.058,0.104,0.039,0.038,0.105,0.08,0.157,0.272,0.232,0.063,0.055,0.288,0.392,0.105,0.028
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_18,102,0.215,0.106,0.083,0.082,0.116,0.128,0.059,0.119,0.041,0.045,0.106,0.138,0.153,0.363,0.31,,,0.344,0.3,,
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_19,102,0.157,0.106,0.031,0.037,0.055,0.04,0.074,0.19,0.035,0.037,0.108,0.091,0.039,0.254,0.259,,,0.308,0.247,,
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_2,102,0.143,0.054,0.043,0.044,0.083,0.027,0.054,0.101,0.033,0.034,0.094,0.042,0.063,0.277,0.285,,,0.279,0.301,,
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_20,102,0.188,0.125,0.076,0.047,0.062,0.143,0.08,0.097,0.04,0.043,0.119,0.152,0.124,0.237,0.245,,,0.312,0.236,,
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_3,102,0.218,0.103,0.067,0.041,0.049,0.167,0.06,0.124,0.039,0.042,0.127,0.081,0.188,0.229,0.316,0.072,0.082,0.298,0.262,0.097,0.03
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_4,102,0.152,0.081,0.075,0.103,0.079,0.179,0.08,0.107,0.044,0.048,0.108,0.099,0.112,0.375,0.354,,,0.26,0.299,,
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_5,102,0.163,0.119,0.018,0.047,0.08,0.069,0.035,0.091,0.03,0.037,0.102,0.064,0.028,0.242,0.237,,,0.216,0.24,,
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_6,102,0.258,0.101,0.095,0.047,0.101,0.173,0.088,0.087,0.039,0.045,0.095,0.103,0.129,0.343,0.305,0.052,0.08,0.315,0.235,0.059,0.034
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_7,102,0.167,0.133,0.11,0.045,0.084,0.112,0.054,0.1,0.046,0.056,0.107,0.127,0.172,0.206,0.231,,,0.249,0.226,,
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_8,102,0.171,0.093,0.042,0.03,0.072,0.069,0.039,0.093,0.031,0.039,0.103,0.053,0.041,0.347,0.248,,,0.246,0.313,,
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_9,102,,0.1,0.07,0.037,0.057,0.052,0.051,0.093,0.031,0.04,0.092,0.067,0.055,0.22,0.235,,,0.236,0.284,,
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_1,102,0.246,0.127,0.111,0.094,0.11,0.143,0.074,0.086,0.084,0.082,0.094,0.183,0.178,0.201,0.185,,,0.25,0.261,,
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_10,102,0.14,0.089,0.117,0.046,0.093,0.16,0.053,,0.085,0.097,,0.167,0.137,0.286,0.299,,,0.298,0.266,,
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_11,102,0.164,0.11,0.111,0.041,0.088,0.162,0.061,,0.107,0.099,,0.093,0.229,0.306,0.278,,,0.32,0.25,,
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_12,102,0.202,0.091,0.029,0.032,0.052,0.044,0.08,0.085,0.084,0.089,0.096,0.098,0.078,0.316,0.256,,,0.272,0.285,,
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_13,102,,0.115,0.073,0.054,0.094,0.156,0.072,,0.087,0.095,,0.158,0.138,0.245,0.259,,,0.331,0.292,,
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_14,102,0.165,0.128,0.067,0.048,0.204,0.138,0.081,,0.088,0.105,,0.179,0.171,0.247,0.284,,,0.309,0.354,,
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_15,102,0.128,0.141,0.098,0.036,0.134,0.153,0.042,,0.088,0.103,,0.224,0.144,0.29,0.272,,,0.282,0.288,,
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_16,102,0.253,0.163,0.061,0.038,0.118,0.157,0.083,0.089,0.093,0.085,0.102,0.214,0.143,0.257,0.339,,,0.32,0.299,,
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_17,102,0.144,0.119,0.064,0.041,0.054,0.027,0.057,,0.078,0.089,,0.068,0.031,0.339,0.288,,,0.287,0.265,,
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_18,102,,0.077,0.106,0.047,0.123,0.162,0.071,,0.082,0.094,,0.212,0.136,0.309,0.309,,,0.27,0.24,,
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_19,102,0.21,0.16,0.095,0.07,0.094,0.218,0.056,,0.083,0.102,,0.161,0.166,0.27,0.309,,,0.31,0.285,,
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_2,102,0.144,0.097,0.085,0.04,0.081,0.144,0.064,,0.036,0.046,,0.102,0.156,0.26,0.266,,,0.293,0.317,,
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_20,102,0.189,0.092,0.055,0.041,0.132,0.172,0.061,0.119,0.04,0.039,0.113,0.106,0.137,0.266,0.358,,,0.303,0.307,,
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_3,102,0.107,0.089,0.03,0.057,0.084,0.039,0.051,0.088,0.034,0.056,0.105,0.09,0.031,0.255,0.259,,,0.306,0.319,,
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_4,102,0.212,0.104,0.045,0.05,0.072,0.03,0.052,0.095,0.103,0.117,0.105,0.077,0.057,0.243,0.322,,,0.256,0.255,,
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_5,102,0.191,0.101,0.037,0.053,0.051,0.048,0.06,0.096,0.1,0.101,0.118,0.089,0.075,0.292,0.276,,,0.311,0.306,,
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_6,102,0.186,0.078,0.102,0.06,0.107,0.139,0.113,0.091,0.085,0.086,0.11,0.227,0.206,0.306,0.328,,,0.302,0.325,,
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_7,102,0.179,0.077,0.085,0.05,0.099,0.138,0.047,0.089,0.079,0.083,0.102,0.129,0.188,0.31,0.283,,,0.252,0.321,,
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_8,102,0.101,,0.076,0.03,0.116,0.097,0.074,,0.092,0.095,,0.15,0.237,0.263,0.297,,,0.281,0.229,,
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_9,102,0.13,0.134,0.024,0.051,0.04,0.051,0.045,,0.079,0.095,,0.071,0.036,0.243,0.215,,,0.231,0.192,,
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_1,102,0.16,0.101,0.072,0.066,0.284,0.347,0.087,,0.085,0.086,,0.168,0.188,0.45,0.276,,,0.392,0.315,,
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_10,102,0.176,0.076,0.023,0.046,0.075,0.109,0.073,0.094,0.042,0.042,0.112,0.069,0.063,0.381,0.273,,,0.327,0.298,,
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_11,102,0.108,0.098,0.049,0.023,0.088,0.099,0.047,0.083,0.036,0.097,0.094,0.034,0.033,0.26,0.275,,,0.276,0.402,,
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_12,102,0.133,0.111,0.066,0.031,0.114,0.071,0.05,0.087,0.043,0.038,0.105,0.052,0.025,0.29,0.273,,,0.276,0.272,,
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_13,102,0.098,0.086,0.059,0.048,0.111,0.28,0.068,0.093,0.032,0.043,0.101,0.1,0.167,0.333,0.283,,,0.274,0.24,,
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_14,102,0.081,0.111,0.05,0.022,0.132,0.132,0.069,0.092,0.041,0.049,0.103,0.15,0.186,0.274,0.313,0.05,0.075,0.302,0.254,0.062,0.053
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_15,102,0.108,0.062,0.044,0.037,0.098,0.025,0.05,0.093,0.033,0.034,0.096,0.043,0.068,0.258,0.266,,,0.236,0.353,,
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_16,102,0.099,0.091,0.045,0.066,0.059,0.047,0.049,0.091,0.05,0.048,0.109,0.036,0.061,0.321,0.253,,,0.269,0.24,,
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_17,102,0.078,0.114,0.068,0.043,0.062,0.148,0.065,0.088,0.035,0.041,0.097,0.11,0.082,0.302,0.249,0.084,0.075,0.258,0.26,0.074,0.081
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_18,102,0.103,0.138,0.076,0.051,0.24,0.239,0.081,0.092,0.096,0.103,0.102,0.173,0.175,0.34,0.288,,,0.308,0.315,,
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_19,102,,0.114,0.076,0.059,0.093,0.139,0.061,0.097,0.098,0.091,0.11,0.139,0.165,0.39,0.29,,,0.26,0.347,,
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_2,102,0.107,0.148,0.041,0.05,0.036,0.09,0.058,0.093,0.036,0.038,0.108,0.059,0.085,0.386,0.251,,,0.275,0.291,,
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_20,102,0.098,0.114,0.055,0.045,0.045,0.054,0.061,,0.1,0.094,,0.13,0.065,0.326,0.233,,,0.321,0.277,,
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_3,102,0.114,0.134,0.126,0.039,0.249,0.184,0.089,,0.098,0.091,,0.314,0.229,0.372,0.264,,,0.274,0.351,,
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_4,102,0.124,0.131,0.038,0.046,0.057,0.063,0.057,0.083,0.035,0.043,0.09,0.049,0.063,0.289,0.239,,,0.414,0.277,,
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_5,102,0.133,0.136,0.115,0.035,0.192,0.094,0.075,,0.084,0.093,,0.142,0.206,0.382,0.204,,,0.196,0.328,,
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_6,102,0.112,0.148,0.037,0.045,0.102,0.067,0.05,0.094,0.04,0.051,0.116,0.089,0.062,0.413,0.442,,,0.286,0.293,,
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_7,102,0.16,0.155,0.042,0.059,0.084,0.036,0.109,0.088,0.047,0.044,0.103,0.057,0.036,0.277,0.197,,,0.209,0.225,,
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_8,102,0.141,0.098,0.119,0.032,0.117,0.193,0.067,,0.086,0.096,,0.135,0.189,0.411,0.246,,,0.337,0.293,,
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_9,102,0.121,0.15,0.038,0.076,0.062,0.028,0.09,0.079,0.034,0.04,0.107,0.068,0.028,0.331,0.215,,,0.218,0.3,,
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_1,102,0.125,0.072,0.117,0.023,0.064,0.063,0.084,0.093,0.034,0.053,0.098,0.083,0.064,0.257,0.251,,,0.277,0.243,,
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_10,102,0.082,0.074,0.051,0.052,0.084,0.069,0.064,0.099,0.039,0.047,0.099,0.102,0.05,0.26,0.248,,,0.223,0.249,,
