Model,#States,BVI,D_BVI,D_SVI,G_BVI,G_OVI,G_SVI,LP_SI,OPT_OVI,OVI,SI,SI_SI,SVI,TOP_BVI,TOP_OVI,TOP_SVI,TOP_VI,T_BVI,T_LP_SI,T_OVI,T_SI_SI,T_SVI,VI,WP
RANDOM_Size_1002_MinAct_5_MinTransProb_0.01_Model_16,1002,1,1,1,1,14,1,T,20,20,E,11,1,59,56,43,53,E,T,E,T,E,16,
RANDOM_Size_1002_MinAct_5_MinTransProb_0.01_Model_17,1002,17,1102,109,14,17,7,T,24,24,E,13,11,75,71,V,66,E,T,E,,E,20,
RANDOM_Size_1002_MinAct_5_MinTransProb_0.01_Model_18,1002,1,1,1,1,14,1,T,18,18,E,11,1,62,66,53,62,E,T,E,T,E,14,
RANDOM_Size_1002_MinAct_5_MinTransProb_0.01_Model_19,1002,1,1,1,1,23,1,T,26,26,T,15,1,55,55,42,49,E,T,E,T,E,18,
RANDOM_Size_1002_MinAct_5_MinTransProb_0.01_Model_2,1002,1,1,1,1,3,1,2,3,3,,2,1,1,1,1,1,1,,1,,E,2,
RANDOM_Size_1002_MinAct_5_MinTransProb_0.01_Model_20,1002,1,1,1,1,17,1,14,22,22,T,14,1,73,76,62,74,E,,E,,E,19,
RANDOM_Size_1002_MinAct_5_MinTransProb_0.01_Model_3,1002,1,1,1,1,20,1,15,27,27,,15,1,73,75,56,69,73,,75,,E,20,
RANDOM_Size_1002_MinAct_5_MinTransProb_0.01_Model_4,1002,1,1,1,1,18,1,13,24,24,,13,1,82,71,57,68,82,,71,,E,18,
RANDOM_Size_1002_MinAct_5_MinTransProb_0.01_Model_5,1002,25,1101,108,24,19,4,17,22,22,,17,5,54,44,V,42,54,,44,,E,20,
RANDOM_Size_1002_MinAct_5_MinTransProb_0.01_Model_6,1002,1,1,1,1,23,1,15,28,28,,15,1,108,71,53,64,108,,71,,E,19,
RANDOM_Size_1002_MinAct_5_MinTransProb_0.01_Model_7,1002,13,203,V,9,18,V,15,24,24,,15,V,49,53,V,50,49,,53,,E,21,
RANDOM_Size_1002_MinAct_5_MinTransProb_0.01_Model_8,1002,1,1,1,1,3,1,2,3,3,,2,1,1,1,1,1,1,,1,,E,2,
RANDOM_Size_1002_MinAct_5_MinTransProb_0.01_Model_9,1002,1,1,1,1,15,1,T,20,20,T,12,1,92,69,59,67,E,T,E,,E,17,
RANDOM_Size_1002_MinAct_5_Model_1,1002,12,106,106,12,14,12,13,16,16,,13,12,61,64,V,49,61,,64,,E,15,
RANDOM_Size_1002_MinAct_5_Model_10,1002,8,102,106,6,14,5,13,19,19,,13,5,94,96,V,95,94,,96,,E,18,
RANDOM_Size_1002_MinAct_5_Model_11,1002,1,1,1,1,5,1,4,5,5,,4,1,3,3,3,3,3,,3,,E,4,
RANDOM_Size_1002_MinAct_5_Model_12,1002,1,1,1,1,3,1,2,3,3,,2,1,1,1,1,1,1,,1,,E,2,
RANDOM_Size_1002_MinAct_5_Model_13,1002,1,1,1,1,13,1,12,16,16,,12,1,53,55,46,54,53,,55,,E,15,
RANDOM_Size_1002_MinAct_5_Model_14,1002,1,1,1,1,14,1,13,22,22,,13,1,93,95,81,94,93,,95,,E,21,
RANDOM_Size_1002_MinAct_5_Model_15,1001,1,1,1,1,16,1,15,22,22,,15,1,111,113,98,112,111,,113,,E,21,
RANDOM_Size_1002_MinAct_5_Model_16,1002,1,1,1,1,13,1,12,18,18,,12,1,83,85,74,84,83,,85,,E,17,
RANDOM_Size_1002_MinAct_5_Model_17,1002,25,1802,202,25,14,8,13,18,18,,13,8,81,72,V,71,81,,72,,E,17,
RANDOM_Size_1002_MinAct_5_Model_18,1002,10,100,109,9,14,5,13,18,18,,13,6,89,91,V,90,89,,91,,E,17,
RANDOM_Size_1002_MinAct_5_Model_19,1002,1,1,1,1,12,1,11,16,16,,11,1,98,100,93,99,98,,100,,E,15,
RANDOM_Size_1002_MinAct_5_Model_2,1002,11,107,108,10,16,7,15,21,21,,15,8,83,85,V,84,83,,85,,E,20,
RANDOM_Size_1002_MinAct_5_Model_20,1002,1,1,1,1,14,1,13,18,18,,13,1,73,75,65,74,73,,75,,E,17,
RANDOM_Size_1002_MinAct_5_Model_3,1002,1,1,1,1,15,1,14,20,20,,14,1,112,82,69,83,112,,82,,E,19,
RANDOM_Size_1002_MinAct_5_Model_4,1002,1,1,1,1,4,1,3,4,4,,3,1,2,2,2,2,2,,2,,E,3,
RANDOM_Size_1002_MinAct_5_Model_5,1002,1,1,1,1,15,1,14,17,17,,14,1,58,60,53,59,58,,60,,E,16,
RANDOM_Size_1002_MinAct_5_Model_6,1002,1,1,1,1,12,1,11,16,16,,11,1,87,89,77,88,87,,89,,E,15,
RANDOM_Size_1002_MinAct_5_Model_7,1002,1,1,1,1,19,1,18,22,22,,18,1,72,71,63,70,72,,71,,E,21,
RANDOM_Size_1002_MinAct_5_Model_8,1002,1,1,1,1,15,1,14,19,19,,14,1,49,51,39,50,49,,51,,E,18,
RANDOM_Size_1002_MinAct_5_Model_9,1002,1,1,1,1,18,1,17,25,25,,17,1,94,96,76,95,94,,96,,E,24,
RANDOM_Size_1002_MinTransProb_0.0001_Model_1,1002,1,1,1,1,5,1,4,5,5,,4,1,4,4,4,4,4,,4,,E,4,
RANDOM_Size_1002_MinTransProb_0.0001_Model_10,1002,1,1,1,1,15,1,11,22,22,,11,1,32,34,23,30,32,,34,,E,17,
RANDOM_Size_1002_MinTransProb_0.0001_Model_11,1002,14,14,14,12,21,12,14,25,25,,14,14,47,46,V,V,47,,47,,E,16,
RANDOM_Size_1002_MinTransProb_0.0001_Model_12,999,732,825,831,421,67,418,21,211,211,T,21,727,E,E,V,166,849,,201,,E,84,
RANDOM_Size_1002_MinTransProb_0.0001_Model_13,1002,1,1,1,1,3,1,2,3,3,,2,1,1,1,1,1,1,,1,,E,2,
RANDOM_Size_1002_MinTransProb_0.0001_Model_14,1002,1,1,1,1,28,1,21,44,44,,21,1,281,91,85,90,281,,91,,E,37,
RANDOM_Size_1002_MinTransProb_0.0001_Model_15,1002,1,1,1,1,5,1,4,5,5,,4,1,3,3,3,3,3,,3,,E,4,
RANDOM_Size_1002_MinTransProb_0.0001_Model_16,1002,1,1,1,1,5483,1,21,5596,5596,,T,1,5661,5686,119,2234,5661,,3291,T,E,2135,
RANDOM_Size_1002_MinTransProb_0.0001_Model_17,1002,1,1,1,1,3,1,2,3,3,,2,1,1,1,1,1,1,,1,,E,2,
RANDOM_Size_1002_MinTransProb_0.0001_Model_18,1002,1,1,1,1,43,1,21,65,65,,21,1,124,104,72,98,124,,104,,E,50,
RANDOM_Size_1002_MinTransProb_0.0001_Model_19,1002,1,1,1,1,37,1,21,61,61,,21,1,E,E,97,116,150,,136,,E,40,
RANDOM_Size_1002_MinTransProb_0.0001_Model_2,1002,1,1,1,1,7,1,5,10,10,,5,1,9,9,9,9,9,,9,,E,7,
RANDOM_Size_1002_MinTransProb_0.0001_Model_20,1002,1,1,1,1,5,1,4,5,5,,4,1,3,3,3,3,3,,3,,E,4,
RANDOM_Size_1002_MinTransProb_0.0001_Model_3,1002,1,1,1,1,42,1,21,61,61,,21,1,E,E,58,88,109,,103,,E,45,
RANDOM_Size_1002_MinTransProb_0.0001_Model_4,1002,1,1,1,1,4,1,3,4,4,,3,1,2,2,2,2,2,,2,,E,3,
RANDOM_Size_1002_MinTransProb_0.0001_Model_5,1002,1,1,1,1,4,1,3,4,4,,3,1,2,2,2,2,2,,2,,E,3,
RANDOM_Size_1002_MinTransProb_0.0001_Model_6,1002,1,1,1,1,23,1,19,36,36,T,19,1,176,141,114,139,E,,E,T,E,31,
RANDOM_Size_1002_MinTransProb_0.0001_Model_7,1002,1,1,1,1,4,1,3,4,4,,3,1,2,2,2,2,2,,2,,E,3,
RANDOM_Size_1002_MinTransProb_0.0001_Model_8,1002,1,1,1,1,5,1,4,5,5,,4,1,3,3,3,3,3,,3,,E,4,
RANDOM_Size_1002_MinTransProb_0.0001_Model_9,1002,1,1,1,1,3,1,2,3,3,,2,1,1,1,1,1,1,,1,,E,2,
RANDOM_Size_1002_MinTransProb_0.01_Model_1,1002,7,7,7,6,13,6,12,16,16,,12,7,29,28,V,27,29,,28,,E,15,
RANDOM_Size_1002_MinTransProb_0.01_Model_10,1002,1,1,1,1,7,1,6,11,11,,6,1,12,12,12,12,12,,12,,E,10,
RANDOM_Size_1002_MinTransProb_0.01_Model_11,1002,19,19,19,7,9,18,8,31,31,,8,19,12,12,V,12,12,,12,,E,22,
RANDOM_Size_1002_MinTransProb_0.01_Model_12,1000,1,1,1,1,4,1,3,4,4,,3,1,2,2,2,2,2,,2,,E,3,
RANDOM_Size_1002_MinTransProb_0.01_Model_13,1002,1,1,1,1,4,1,3,4,4,,3,1,2,2,2,2,2,,2,,E,3,
RANDOM_Size_1002_MinTransProb_0.01_Model_14,1002,1,1,1,1,22,1,15,34,34,,15,1,132,87,68,80,132,,87,,E,24,
RANDOM_Size_1002_MinTransProb_0.01_Model_15,1001,1,1,1,1,33,1,T,58,58,T,21,1,165,174,T,164,E,T,E,,E,46,
RANDOM_Size_1002_MinTransProb_0.01_Model_16,1002,122,1519,T,93,68,T,21,186,186,T,21,T,222,263,T,153,222,,195,,E,76,
RANDOM_Size_1002_MinTransProb_0.01_Model_17,1002,1,1,1,1,426,1,21,702,702,E,T,1,872,E,106,530,872,,746,,E,438,
RANDOM_Size_1002_MinTransProb_0.01_Model_18,1002,22,148002,T,645,33,T,T,55,55,E,21,T,94,105,T,95,E,,E,,E,45,
RANDOM_Size_1002_MinTransProb_0.01_Model_19,1002,1,1,1,1,4,1,3,4,4,,3,1,3,3,3,3,3,,3,,E,3,
RANDOM_Size_1002_MinTransProb_0.01_Model_2,1002,1,1,1,1,3,1,2,3,3,,2,1,1,1,1,1,1,,1,,E,2,
RANDOM_Size_1002_MinTransProb_0.01_Model_20,1001,1,1,1,1,789,1,T,1309,1309,,T,1,1428,1392,113,1234,1428,T,1400,T,E,1136,
RANDOM_Size_1002_MinTransProb_0.01_Model_3,1000,5,5,5,4,6,4,5,9,9,,5,5,15,15,V,15,15,,15,,E,8,
RANDOM_Size_1002_MinTransProb_0.01_Model_4,1002,1,1,1,1,4,1,3,4,4,,3,1,2,2,2,2,2,,2,,E,3,
RANDOM_Size_1002_MinTransProb_0.01_Model_5,1002,1,1,1,1,21,1,16,29,29,,16,1,71,78,64,70,71,,78,,E,22,
RANDOM_Size_1002_MinTransProb_0.01_Model_6,1002,1,1,1,1,16,1,11,19,19,,11,1,63,65,60,64,63,,65,,E,13,
RANDOM_Size_1002_MinTransProb_0.01_Model_7,1002,1,1,1,1,21,1,17,28,28,,17,1,58,E,48,56,58,,62,,E,24,
RANDOM_Size_1002_MinTransProb_0.01_Model_8,1002,1,1,1,1,9,1,6,15,15,,6,1,17,17,17,17,17,,17,,E,10,
RANDOM_Size_1002_MinTransProb_0.01_Model_9,1002,4,4,4,4,6,4,5,6,6,,5,4,6,6,V,6,6,,6,,E,5,
RANDOM_Size_1002_Model_1,1002,1,1,1,1,8,1,7,8,8,,7,1,8,8,8,8,8,,8,,E,7,
RANDOM_Size_1002_Model_10,1002,1,1,1,1,3,1,2,3,3,,2,1,1,1,1,1,1,,1,,E,2,
RANDOM_Size_1002_Model_11,1002,1,1,1,1,10,1,9,14,14,,9,1,39,41,34,40,39,,41,,E,13,
RANDOM_Size_1002_Model_12,1002,1,1,1,1,3,1,2,3,3,,2,1,1,1,1,1,1,,1,,E,2,
RANDOM_Size_1002_Model_13,1002,1,1,1,1,3,1,2,3,3,,2,1,1,1,1,1,1,,1,,E,2,
RANDOM_Size_1002_Model_14,1002,1,1,1,1,3,1,2,3,3,,2,1,1,1,1,1,1,,1,,E,2,
RANDOM_Size_1002_Model_15,1002,1,1,1,1,23,1,21,36,36,,21,1,184,186,160,185,184,,186,,E,35,
RANDOM_Size_1002_Model_16,1002,1,1,1,1,3,1,2,3,3,,2,1,1,1,1,1,1,,1,,E,2,
RANDOM_Size_1002_Model_17,1002,1,1,1,1,3,1,2,3,3,,2,1,1,1,1,1,1,,1,,E,2,
RANDOM_Size_1002_Model_18,1002,1,1,1,1,5,1,4,5,5,,4,1,5,5,5,5,5,,5,,E,4,
RANDOM_Size_1002_Model_19,1002,1,1,1,1,32,1,21,63,63,,21,1,133,135,T,133,133,,135,,E,61,
RANDOM_Size_1002_Model_2,997,1,1,1,1,3,1,2,3,3,,2,1,1,1,1,1,1,,1,,E,2,
RANDOM_Size_1002_Model_20,1002,1,1,1,1,4,1,3,4,4,,3,1,3,3,3,3,3,,3,,E,3,
RANDOM_Size_1002_Model_3,1002,1,1,1,1,3,1,2,3,3,,2,1,1,1,1,1,1,,1,,E,2,
RANDOM_Size_1002_Model_4,1002,1,1,1,1,4,1,3,4,4,,3,1,2,2,2,2,2,,2,,E,3,
RANDOM_Size_1002_Model_5,1002,1,1,1,1,5,1,4,5,5,,4,1,3,3,3,3,3,,3,,E,4,
RANDOM_Size_1002_Model_6,1002,1,1,1,1,5,1,4,5,5,,4,1,3,3,3,3,3,,3,,E,4,
RANDOM_Size_1002_Model_7,1002,1,1,1,1,25,1,21,40,40,,21,1,188,191,E,187,187,,191,,E,39,
RANDOM_Size_1002_Model_8,998,1,1,1,1,23,1,21,42,42,,21,1,151,153,T,152,151,,153,,E,41,
RANDOM_Size_1002_Model_9,1002,1,1,1,1,23,1,21,37,37,,21,1,181,185,T,178,181,,185,,E,36,
