Model,#States,AMPL_M,AMPL_T,BVI_100,GBVI_100,OVI_100,QP_CON,QP_G,QP_G_T,QP_G_T_W,QP_G_W,TBVI_100,TGBVI_100,TOVI_100,TOVI_100_opt
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_24,1002,,0.0,0.00839410788731448,0.008394105774684045,0.008394107884963125,,,,,,0.008394107887314468,0.008394107887314468,0.008394107887314468,0.008394107887314468
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_25,1002,,0.0,0.005143190663485696,0.005143188979457158,0.005143189211833028,,,,,,0.005143190663461423,0.005143190663461423,0.005143190663461423,0.005143190663461423
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_26,1002,,0.0,0.004861962928069098,0.00486195515008648,0.00486196292776667,,,,0.00486196152854167,,0.004861962928069074,0.004861962928069074,0.004861962928069074,0.004861962928069074
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_27,1002,,0.0,0.006508290943646443,0.00650828474717023,0.006508290943646252,,,,,,0.006508290943646342,0.006508290943646342,0.006508290943646342,0.006508290943646342
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_28,1002,,,0.004784092453444308,0.004784085484444276,0.004784092450354199,,,,,,0.00478409245344431,0.00478409245344431,0.00478409245344431,0.00478409245344431
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_29,1002,,0.0,0.00272335564019876,0.0027233540541196006,0.00272335564019876,,,,,,0.0027233556401987623,0.0027233556401987623,0.0027233556401987623,0.0027233556401987623
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_3,1002,,0.0,0.006792539062236831,0.006792538832712817,0.006792539026841434,,,0.006792539062236831,0.006792539062236831,,0.006792539062236831,0.006792539062236831,0.006792539062236831,0.006792539062236831
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_30,1002,,,0.006178695476238602,0.00617862809397712,0.00617869547623843,,,,,,0.006178695476238589,0.006178695476238589,0.006178695476238589,0.006178695476238589
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_4,1002,,0.0,0.004845097041345536,0.004845092637921649,0.00484509697194934,,,,0.004845095795236472,,0.004845097041345535,0.004845097041345535,0.004845097041345535,0.004845097041345535
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_5,1002,,,0.002632560205702265,0.002632555856545295,0.0026325592078590243,,,,,,0.0026325602057010065,0.0026325602057010065,0.0026325602057010065,0.0026325602057010065
